Wafer_ID,Batch_ID,Timestamp,Chamber_Vacuum_Torr,Gas_Flow_SiH4_sccm,RF_Reflected_Power_W,Plasma_Density_e11_cm3,Etch_Rate_A_min,CMP_Pad_Wear_um,Deposition_Temp_C,Photolitho_Dose_mJ_cm2,Leakage_Current_uA,Chamber_Pressure_mTorr,Wafer_Thickness_um,Wafer_Bow_um,Gate_Oxide_Thickness_A,Particle_Count_10nm,Wafer_Resistivity_Ohm_cm,Yield_Status
WFR-1882,FAB-BATCH-112,18-08-2026 11:08,1.2288,145.69,452.11,12.066,2198.2,46.41,348.06,24.48,0.0244,11.87,773.61,9.89,43.41,18,1.712,0
WFR-1883,FAB-BATCH-112,18-08-2026 11:36,1.2304,151.55,427.87,11.864,2170.8,46.54,340.41,23.36,0.0377,12.83,773.23,14.14,44.38,16,1.98,0
WFR-1884,FAB-BATCH-112,18-08-2026 12:04,1.2918,149.78,439.32,13.679,2192.4,49.39,353.58,23.36,0.052,12.27,777.73,12.03,43,17,1.924,0
WFR-1885,FAB-BATCH-112,18-08-2026 12:32,1.2773,150.15,449.23,13.09,2207.2,47.7,354.36,24.34,0.0516,12.73,773.77,10.56,42.09,13,2.007,0
WFR-1886,FAB-BATCH-112,18-08-2026 13:00,1.3239,146.59,456.44,12.516,2167.4,45.08,341.24,24.37,0.0473,12.13,776.15,11.87,43.3,17,2.164,0
WFR-1887,FAB-BATCH-112,18-08-2026 13:28,1.2734,148.96,423.65,13.446,2140.9,51.81,348.88,25.18,0.0544,11.58,779.94,12.83,45.96,17,1.993,0
WFR-1888,FAB-BATCH-112,18-08-2026 13:56,1.2356,145.84,448.05,11.441,2272.2,49.84,347.32,25.11,0.0501,11.71,774.81,13.74,43.09,13,1.943,0
WFR-1889,FAB-BATCH-112,18-08-2026 14:24,1.2736,154.01,451.72,11.569,2174.7,48.47,352.05,24.98,0.0514,12.05,777.78,14.57,44.49,15,1.719,0
WFR-1890,FAB-BATCH-112,18-08-2026 14:52,1.2943,154.66,460.2,10.975,2196.1,47.69,341.05,24.28,0.0423,11.69,779.18,14.21,47.92,12,1.731,0
WFR-1891,FAB-BATCH-112,18-08-2026 15:20,1.2828,141.69,458.31,12.01,2240.4,51.54,360.02,23.4,0.0618,11.45,777.57,11.34,44.93,20,1.886,0
WFR-1892,FAB-BATCH-112,18-08-2026 15:48,1.2703,145.82,456.99,12.613,2341.2,51.07,357.33,24.83,0.0448,12.6,774.96,13.86,45.51,21,1.68,1
WFR-1893,FAB-BATCH-112,18-08-2026 16:16,1.2927,143.27,440.4,12.572,2150.2,55,347.09,24.92,0.034,11.73,776.61,12.97,43.58,15,1.912,0
WFR-1894,FAB-BATCH-112,18-08-2026 16:44,1.2968,147.07,427.1,12.605,2218,51.71,348.27,22.59,0.0407,12.07,771.78,11.71,48.25,21,1.637,0
WFR-1895,FAB-BATCH-112,18-08-2026 17:12,1.3053,149.62,445.28,11.512,2171.7,51.28,348.91,23.83,0.0458,12.15,773.05,12.25,44.19,22,1.965,0
WFR-1896,FAB-BATCH-112,18-08-2026 17:40,1.2759,143.48,462.02,13.062,2178.4,55.29,343.77,23.95,0.0619,11.71,773.49,11.65,44.66,11,1.818,1
WFR-1897,FAB-BATCH-112,18-08-2026 18:08,1.2433,145.85,466.72,12.668,2171.2,55.9,346.45,24.59,0.0495,12.73,780.6,12.54,46.98,15,1.863,1
WFR-1898,FAB-BATCH-112,18-08-2026 18:36,1.2559,145.48,458.53,13.013,2155,54.94,347.84,23.86,0.0478,11.44,772.97,11.62,44.73,22,1.775,0
WFR-1899,FAB-BATCH-112,18-08-2026 19:04,1.2983,150.93,455.15,11.175,2198.3,56.5,362.9,24.47,0.035,12.13,772.93,11.27,45.07,14,1.66,0
WFR-1900,FAB-BATCH-112,18-08-2026 19:32,1.2173,150.31,454.56,12.718,2141,55.62,357.57,24.33,0.0594,12.12,772.39,13.07,44.58,12,1.973,0
WFR-1901,FAB-BATCH-113,18-08-2026 20:00,1.2647,146.75,443.33,11.669,2237.9,15.47,357.48,24.37,0.0422,11.97,776.4,13.25,44.59,19,1.984,0
WFR-1902,FAB-BATCH-113,18-08-2026 20:28,1.2343,150.8,448.44,12.222,2202.2,17.88,352.96,23.93,0.0488,11.35,775.36,12.27,45.56,20,1.815,0
WFR-1903,FAB-BATCH-113,18-08-2026 20:56,1.2511,147.54,470.03,12.874,2216.9,17.35,341.06,23.99,0.0678,12.44,777.72,14.14,45.83,14,1.916,0
WFR-1904,FAB-BATCH-113,18-08-2026 21:24,1.3011,148.78,438.69,12.564,2181.4,16.31,349.67,23.64,0.0561,12.37,776.68,12.19,44.04,9,1.811,0
WFR-1905,FAB-BATCH-113,18-08-2026 21:52,1.2576,157.53,469.38,11.904,2185.3,19.9,357.76,24.8,0.0305,11.66,771.55,12.14,43.85,14,1.879,0
WFR-1906,FAB-BATCH-113,18-08-2026 22:20,,156.03,446.14,12.504,2211.5,13.02,339.93,24.96,0.0288,12.35,772.98,13.29,44.09,13,1.926,0
WFR-1907,FAB-BATCH-113,18-08-2026 22:48,1.1956,144.15,465.91,11.428,2153.4,22.4,355.09,23.88,0.0492,12.19,778.41,12.34,42.9,12,1.906,0
WFR-1908,FAB-BATCH-113,18-08-2026 23:16,1.2799,153.73,433.12,13.305,2185.7,15.44,368.58,25.72,0.0354,11.36,774.49,12.6,42.61,15,1.984,0
WFR-1909,FAB-BATCH-113,18-08-2026 23:44,1.2758,153.65,457.03,12.356,2165.6,18.15,358.49,24.25,0.0578,11.57,777.97,9.48,45.45,16,1.902,0
WFR-1910,FAB-BATCH-113,19-08-2026 00:12,1.3365,144.83,441.16,13.283,2164.4,19.87,361.31,25.72,0.0505,12.57,774.63,12.52,46.41,14,1.853,0
WFR-1911,FAB-BATCH-113,19-08-2026 00:40,1.2377,153.68,433.02,12.131,2115.6,20.21,351.75,23.99,0.052,12.15,772.58,10.31,46.31,18,1.774,0
WFR-1912,FAB-BATCH-113,19-08-2026 01:08,1.2588,156.92,452.62,12.133,2253.6,23.06,357.74,22.88,0.0415,11.72,774.24,11.03,41.43,11,1.802,0
WFR-1913,FAB-BATCH-113,19-08-2026 01:36,1.26,144.95,462.11,11.965,2172.5,19.48,344.26,24.82,0.0709,11.57,772.58,10.9,44.63,14,1.931,0
WFR-1914,FAB-BATCH-113,19-08-2026 02:04,1.3131,145.87,439.86,13.113,2246.5,22.67,356.37,24.7,0.0841,11.74,773.59,11.25,43.35,15,1.7,0
WFR-1915,FAB-BATCH-113,19-08-2026 02:32,1.2462,154.58,432.01,12.003,2242.8,21.54,355.24,24.53,0.0467,11.78,775.5,11.84,45.22,13,1.961,0
WFR-1916,FAB-BATCH-113,19-08-2026 03:00,1.2612,151.22,448.9,12.951,2148.6,23.84,352.32,23.99,0.0542,11.58,776.28,11.92,44.37,13,1.822,0
WFR-1917,FAB-BATCH-113,19-08-2026 03:28,1.2743,152.48,448.95,12.232,2156.5,23.67,360.53,24.47,0.0512,11.13,771.02,13.3,45.89,16,1.768,0
WFR-1918,FAB-BATCH-113,19-08-2026 03:56,1.2575,151.53,456.58,11.117,2302.4,24.54,345.69,24.09,0.0469,12.57,774.96,12.77,44.97,18,1.74,0
WFR-1919,FAB-BATCH-113,19-08-2026 04:24,1.2321,,461.4,12.101,2270,23.8,348.5,24.26,0.04,12.49,773.53,10.22,42.16,19,1.917,0
WFR-1920,FAB-BATCH-113,19-08-2026 04:52,1.2578,144.03,449.29,11.675,2198.7,24.43,350.76,25.17,0.037,11.36,773.38,12.6,43.55,15,1.849,0
WFR-1921,FAB-BATCH-113,19-08-2026 05:20,1.2929,154.71,472.27,12.524,2210.3,26.57,341.76,24.65,0.0364,12.07,775.33,12.88,45.01,11,2.009,0
WFR-1922,FAB-BATCH-113,19-08-2026 05:48,1.2089,,452.69,11.667,2174.8,28.44,351.82,24.99,0.0549,11.55,773.62,12.11,45.14,16,1.724,0
WFR-1923,FAB-BATCH-113,19-08-2026 06:16,1.2553,148.97,445.84,13.148,2217.3,25.9,336.25,24.31,0.0438,11.87,778.46,12.43,42.89,14,1.792,0
WFR-1924,FAB-BATCH-113,19-08-2026 06:44,1.222,149.8,430.66,12.436,2171.3,25.91,358.38,24.23,0.0191,11.83,777.97,12.73,42.7,12,1.841,0
WFR-1925,FAB-BATCH-113,19-08-2026 07:12,1.2978,143.11,446.85,12.376,2118.7,29.43,350.37,23.58,0.0553,11.79,777.95,13.42,45.08,7,1.775,0
WFR-1926,FAB-BATCH-113,19-08-2026 07:40,1.1891,152.31,445.96,12.959,2147.1,28.68,345.83,24.2,0.0495,13,773.76,10.61,42.89,18,1.851,0
WFR-1927,FAB-BATCH-113,19-08-2026 08:08,1.2276,152.57,461.52,13.175,2200.8,30.96,343.33,21.84,0.0662,11.78,772.59,12.21,42.5,10,1.882,0
WFR-1928,FAB-BATCH-113,19-08-2026 08:36,1.2651,149.72,455.55,12.486,2154.8,28.04,348.12,24.03,0.0545,11.6,775.21,14.31,44.33,14,1.898,0
WFR-1929,FAB-BATCH-113,19-08-2026 09:04,1.3126,,435.85,11.96,2197.3,26.84,355.51,24.43,,11.62,774.62,14.2,44.27,19,2.001,0
WFR-1930,FAB-BATCH-113,19-08-2026 09:32,1.2474,148.5,452.07,11.258,2157,29.88,354.38,24.95,0.0232,12.52,773.48,13.52,43.68,7,1.72,0
WFR-1931,FAB-BATCH-113,19-08-2026 10:00,1.2278,152.54,458.06,12.02,2168.7,29.97,344.36,24.29,0.0414,11.17,772.06,13.14,43.94,12,1.884,0
WFR-1932,FAB-BATCH-113,19-08-2026 10:28,1.3252,145.41,468.34,12.068,2234.1,31.89,343.23,24.78,0.0425,11.62,774.9,14.49,45.02,17,1.785,0
WFR-1933,FAB-BATCH-113,19-08-2026 10:56,1.1921,149.89,460.65,12.575,2209.9,31.33,355.26,22.76,0.0613,12.72,773.99,14.8,43.92,15,1.893,0
WFR-1934,FAB-BATCH-113,19-08-2026 11:24,1.162,149.22,459.13,12.258,2199.6,34.63,344.22,24.45,0.0499,12.12,776.72,12.35,45.11,18,1.893,0
WFR-1935,FAB-BATCH-113,19-08-2026 11:52,1.2676,151.01,450.72,12.982,2235.2,33.12,350.48,23.16,0.0636,12.1,776.66,11.34,44.43,22,1.751,0
WFR-1936,FAB-BATCH-113,19-08-2026 12:20,1.2299,148.34,454.66,12.071,2219.2,34.55,350.99,23.53,0.0341,13.07,777.75,12.18,45.25,14,1.76,0
WFR-1937,FAB-BATCH-113,19-08-2026 12:48,1.2092,149.41,464.99,12.46,2257.9,35.12,352.5,24.35,0.0616,12.12,771.85,16.22,46.32,13,1.901,0
WFR-1938,FAB-BATCH-113,19-08-2026 13:16,1.2783,153.72,434.01,13.329,2181.6,35.74,356.87,25.52,0.0587,11.65,776,10.62,46.26,12,1.852,0
WFR-1939,FAB-BATCH-113,19-08-2026 13:44,1.2598,148.03,445.81,12.739,2182.8,35.85,339.9,24.8,0.0258,11.86,773.18,11.94,46.93,16,1.828,0
WFR-1940,FAB-BATCH-113,19-08-2026 14:12,1.2274,142.77,440.73,12.458,2148,37.47,334.71,24.51,0.0659,11.43,771.95,10.8,46.26,22,1.916,0
WFR-1941,FAB-BATCH-113,19-08-2026 14:40,1.1988,157.87,454.55,12.079,2182.8,35.41,345.46,24.48,0.0511,12.63,773.93,12.65,45.36,19,1.923,0
WFR-1942,FAB-BATCH-113,19-08-2026 15:08,1.2849,156.22,464.76,12.057,2238.6,40.35,364.41,23.93,0.0547,12.29,777.67,11.06,44.35,19,1.797,0
WFR-1943,FAB-BATCH-113,19-08-2026 15:36,1.276,144.18,442.84,11.905,2252,37.63,366.18,24.06,0.0396,12.56,774.07,12.37,44.42,17,1.765,0
WFR-1944,FAB-BATCH-113,19-08-2026 16:04,1.246,153.1,421.32,12.121,2238.4,36.03,364.65,24.84,0.0653,12.61,778.91,10.16,43.68,15,1.724,0
WFR-1945,FAB-BATCH-113,19-08-2026 16:32,1.3239,147.74,445.05,13.029,2128.2,39.58,348.46,23.39,0.0358,11.79,776.37,13.24,45.01,16,1.853,0
WFR-1946,FAB-BATCH-113,19-08-2026 17:00,1.2072,151.19,460.96,12.345,2243.3,38.05,335.74,24.97,0.06,11.53,774.01,13.97,46.05,14,1.708,0
WFR-1947,FAB-BATCH-113,19-08-2026 17:28,1.189,151.32,456.45,11.555,2126.5,41.63,331.26,24.19,0.0598,11.97,777.9,12.04,43.91,15,1.86,1
WFR-1948,FAB-BATCH-113,19-08-2026 17:56,1.2223,148.95,455.14,13.738,2235.9,45.27,345.09,25.16,0.0383,11.56,776.11,12.34,44.94,24,1.972,0
WFR-1949,FAB-BATCH-113,19-08-2026 18:24,1.2482,146.47,446.64,12.724,2185.3,39.83,348.42,25.27,0.0738,12.08,772.67,12.3,43.98,20,1.815,0
WFR-1950,FAB-BATCH-113,19-08-2026 18:52,1.2597,146.89,434.65,11.515,2228.1,42.61,360.41,23.16,0.0528,12.57,779.65,12.72,45.31,16,1.796,0
WFR-1951,FAB-BATCH-113,19-08-2026 19:20,1.2404,145.88,456.18,12.191,2146.7,38.99,356.94,24.03,0.0578,11.92,775.65,12.45,44.18,10,2.05,0
WFR-1952,FAB-BATCH-113,19-08-2026 19:48,1.2641,146.26,439.99,12.578,2246.8,43.96,351.82,23.82,0.0317,12.07,775.05,13.42,43.89,14,2.001,0
WFR-1953,FAB-BATCH-113,19-08-2026 20:16,1.1999,149.7,476.21,13.693,2141.4,41.83,342.88,23.05,0.0754,11.95,772.86,13.98,43.98,15,1.774,1
WFR-1954,FAB-BATCH-113,19-08-2026 20:44,1.3078,146.78,456.85,11.724,2173.3,42.9,342.31,23.67,0.0353,12.4,777.95,11.52,45.75,27,1.864,0
WFR-1955,FAB-BATCH-113,19-08-2026 21:12,1.2467,153.07,443.03,13.183,2160.1,42.5,352.03,26.45,0.0623,11.67,776.29,12.13,44.85,14,1.883,0
WFR-1956,FAB-BATCH-113,19-08-2026 21:40,1.2947,156.69,442.66,13.48,2129.8,46.71,355.58,24.99,0.0381,10.9,776.57,13.58,44.36,13,1.87,0
WFR-1957,FAB-BATCH-113,19-08-2026 22:08,1.2637,147.39,448.88,12.06,2203.8,47.81,353.14,26.03,0.0426,12.24,773.73,10.79,45.39,18,2.031,0
WFR-1958,FAB-BATCH-113,19-08-2026 22:36,1.2683,151.08,447.13,12.306,2272.2,46.4,341.72,25.16,0.0595,12.49,777.09,10.14,44.38,14,1.859,0
WFR-1959,FAB-BATCH-113,19-08-2026 23:04,1.2728,152.25,463.4,11.775,2306.7,45.17,355.21,23.91,0.0623,12.22,777.28,12.77,46.69,14,1.874,0
WFR-1960,FAB-BATCH-113,19-08-2026 23:32,1.2679,152.12,452.24,12.358,2203.9,50.63,353.41,24.19,0.0347,11.68,773.33,13.1,43.54,18,1.919,0
WFR-1961,FAB-BATCH-113,20-08-2026 00:00,1.2757,150.34,441.22,12.474,2244.7,46.5,341.43,24.97,0.0631,11.43,771.46,11.63,44.72,23,1.969,0
WFR-1962,FAB-BATCH-113,20-08-2026 00:28,1.3032,153.34,472.69,12.962,2209.3,44.23,343.73,24.85,0.0625,12.25,776.45,11.81,42.89,8,1.944,1
WFR-1963,FAB-BATCH-113,20-08-2026 00:56,1.2579,152.17,450.59,13.263,2220,50.02,355.51,24.04,0.0387,12.07,771.07,11.59,44.48,14,1.904,0
WFR-1964,FAB-BATCH-113,20-08-2026 01:24,1.2784,144.43,459.23,11.976,2186.3,47.44,348.12,23.29,0.0692,11.94,775.38,11.46,42.48,12,1.694,0
WFR-1965,FAB-BATCH-113,20-08-2026 01:52,1.2464,153.91,442.7,11.123,2207.8,52.18,362.71,27.13,0.0325,12.91,773.88,13.33,46.12,23,1.801,1
WFR-1966,FAB-BATCH-113,20-08-2026 02:20,1.3076,153.99,454.36,12.485,2221.5,49.99,354.01,24.39,0.0425,11.53,778.05,11.08,46.15,16,1.932,0
WFR-1967,FAB-BATCH-113,20-08-2026 02:48,1.2229,146.57,453.73,12.705,2176.9,52.51,346.11,24.24,,12.89,774.02,12.18,46.18,18,1.875,1
WFR-1968,FAB-BATCH-113,20-08-2026 03:16,1.322,150.17,427.32,12.675,2196.9,54.65,349.92,24.59,0.0398,12.02,777.77,11.41,45.04,14,1.933,0
WFR-1969,FAB-BATCH-113,20-08-2026 03:44,1.2484,153.07,474.18,12.271,2197.7,49.98,350.51,24.31,0.0532,11.08,773.71,10.75,43.68,14,2.039,0
WFR-1970,FAB-BATCH-113,20-08-2026 04:12,1.1928,149.06,465.49,12.587,2233.1,51.82,344.17,24.6,0.0529,11.91,777.5,13.54,43.8,17,1.732,0
WFR-1971,FAB-BATCH-113,20-08-2026 04:40,1.2551,154.83,445.23,13.561,2157.4,53.35,342.7,25.53,0.0478,12.48,780.15,11.88,47.3,22,1.964,0
WFR-1972,FAB-BATCH-113,20-08-2026 05:08,1.2228,160.64,436.77,12.767,2197.9,57.13,355.61,24.4,0.06,11.82,772.33,12.73,47.15,16,1.817,0
WFR-1973,FAB-BATCH-113,20-08-2026 05:36,1.2836,146.46,454.17,12.239,2276.5,53.28,356.76,23.57,0.0473,11.26,775.73,10.69,45.18,8,1.944,0
WFR-1974,FAB-BATCH-113,20-08-2026 06:04,1.2239,143.79,451.04,12.15,2246.6,53.96,354.83,24.37,0.0528,11.92,781.87,11.61,44.23,15,1.846,0
WFR-1975,FAB-BATCH-113,20-08-2026 06:32,1.2322,151.37,454.27,12.381,2254,56.66,362.12,24.13,0.0638,11.57,775.17,13.41,47.05,17,2.063,0
WFR-1976,FAB-BATCH-114,20-08-2026 07:00,1.1744,153.25,452.3,13.646,2201,13.85,345.67,25.64,0.0595,12.25,775.15,15.6,43.96,11,1.863,0
WFR-1977,FAB-BATCH-114,20-08-2026 07:28,1.2319,148.96,456.07,12.372,2212.8,15.86,363.39,25.44,0.0594,12.39,776.97,10.13,45.34,16,1.786,0
WFR-1978,FAB-BATCH-114,20-08-2026 07:56,1.153,156.54,467.37,12.486,2240.1,13,342.79,24.59,0.0362,11.47,775.1,12.26,47.03,6,1.892,0
WFR-1979,FAB-BATCH-114,20-08-2026 08:24,1.1866,143.98,456.82,12.162,2262.4,21.08,341.9,23.48,0.0563,11.65,770.73,12.99,43.75,13,1.882,0
WFR-1980,FAB-BATCH-114,20-08-2026 08:52,1.2804,153.12,437.4,13.269,2121.9,14.5,335.92,23.52,,12.38,777.83,11.76,46.24,7,1.964,0
WFR-1981,FAB-BATCH-114,20-08-2026 09:20,1.2814,147.27,466.35,13.872,2147.4,17.11,346.43,24.51,0.0346,11.57,769.99,13.52,45.78,13,1.895,0
WFR-1982,FAB-BATCH-114,20-08-2026 09:48,1.267,157.74,469.69,12.815,2252.4,18.24,345.97,24.77,0.0491,11.46,773.96,11.46,44.94,23,2.098,0
WFR-1983,FAB-BATCH-114,20-08-2026 10:16,1.2113,158.97,487.82,12.558,2188.9,22.68,354.21,24.2,0.0391,11.41,778.02,12.68,43.51,15,1.839,0
WFR-1984,FAB-BATCH-114,20-08-2026 10:44,1.2481,146.55,436.52,12.526,2173.1,16.75,351.95,24.12,0.0595,12.18,774.11,11.87,43.91,10,1.84,0
WFR-1985,FAB-BATCH-114,20-08-2026 11:12,1.2499,147.53,452.91,10.831,2149.8,23.92,340.46,24.03,0.0598,12.15,773.27,13.96,45.43,14,1.79,0
WFR-1986,FAB-BATCH-114,20-08-2026 11:40,1.2037,153.87,425.01,13.022,2177.8,22.01,346.86,24.48,0.0272,11.66,777.2,11.69,42.86,8,1.859,0
WFR-1987,FAB-BATCH-114,20-08-2026 12:08,1.3101,148.26,456.64,12.594,2143.9,21.88,347.03,22.59,0.0401,12,772.87,12.08,45.2,11,1.873,0
WFR-1988,FAB-BATCH-114,20-08-2026 12:36,1.2851,149.8,443.42,12.8,2283.6,19.63,335.79,23.62,0.0325,12.76,771.94,13.63,45.81,16,1.878,0
WFR-1989,FAB-BATCH-114,20-08-2026 13:04,1.2412,150.11,473.08,12.002,2199.1,23.29,342.15,24,0.0444,11.51,775.69,11.27,46.48,14,1.857,0
WFR-1990,FAB-BATCH-114,20-08-2026 13:32,1.2511,141.36,440.7,12.231,2197.7,21.25,343.83,25.47,0.0555,11.02,774.54,12.58,42.9,18,1.789,0
WFR-1991,FAB-BATCH-114,20-08-2026 14:00,1.2583,149.94,429.73,12.212,2223.5,25.78,361.47,23.85,0.0471,12.23,771.89,10.31,46.97,13,1.762,0
WFR-1992,FAB-BATCH-114,20-08-2026 14:28,1.1683,146.9,444.34,13.215,2238.5,21.86,351.53,24.64,0.0429,11.94,776.59,11.19,47.54,16,1.812,0
WFR-1993,FAB-BATCH-114,20-08-2026 14:56,1.2401,147.78,426.29,12.235,2237.8,24.12,355.3,24.68,0.0656,11.64,776.16,12.96,45.62,13,1.964,0
WFR-1994,FAB-BATCH-114,20-08-2026 15:24,1.2227,156.5,459.01,13.958,2242.9,23.79,338.01,25.54,0.0223,12.33,774.1,11.31,43.44,11,1.986,0
WFR-1995,FAB-BATCH-114,20-08-2026 15:52,1.2099,144.35,425.22,12.802,2174.8,23.47,359.55,25.51,0.0648,12.42,774.27,11.85,44.51,13,1.842,0
WFR-1996,FAB-BATCH-114,20-08-2026 16:20,1.2388,153.66,450.34,11.607,2188.1,27.48,360.41,24.45,0.0435,10.9,776.18,13.09,44.93,13,1.756,0
WFR-1997,FAB-BATCH-114,20-08-2026 16:48,1.3219,148.74,425.07,12.41,2230.8,27.62,334.01,24.12,0.0491,11.67,777.98,11.8,45.41,22,1.842,0
WFR-1998,FAB-BATCH-114,20-08-2026 17:16,1.2756,148.74,446.16,12.044,2178.9,29.52,344.36,23.97,0.0437,13.16,774.29,13.49,45.03,18,2.059,0
WFR-1999,FAB-BATCH-114,20-08-2026 17:44,1.2272,153.56,469.72,10.964,2199.8,24.09,353.97,24.31,0.0685,12.29,776.64,12.76,45.42,19,1.95,0
WFR-2000,FAB-BATCH-114,20-08-2026 18:12,1.2729,151.53,454.33,13.62,2216,30.33,355.16,24.15,0.0352,12.34,776.41,13.02,44.86,8,1.905,0
WFR-2001,FAB-BATCH-114,20-08-2026 18:40,1.306,152.57,439.64,12.992,2231.4,33.76,344.57,24.94,0.0501,12.59,777.2,13.99,45.4,20,1.946,0
WFR-2002,FAB-BATCH-114,20-08-2026 19:08,1.287,154.36,449.63,12.873,2128.9,28.4,347.56,24.84,0.0563,12.01,775.1,12.88,44.31,16,2.004,0
WFR-2003,FAB-BATCH-114,20-08-2026 19:36,1.2524,148.51,450.22,12.616,2228.6,33.64,345.22,24.97,0.0307,12.4,772.72,14.35,44.49,12,1.735,0
WFR-2004,FAB-BATCH-114,20-08-2026 20:04,1.2241,147.24,455.67,11.533,2190.7,29.87,350.88,25.51,,12.36,773.84,13.59,44.14,17,1.811,0
WFR-2005,FAB-BATCH-114,20-08-2026 20:32,1.2779,145.12,433.6,12.161,2228.3,28.21,359.58,25.99,0.0482,12.27,775.86,11.87,47.88,20,1.797,0
WFR-2006,FAB-BATCH-114,20-08-2026 21:00,1.2657,146.29,457.11,13.089,2231.1,30.89,343.83,24.6,0.0394,11.84,779.55,14.05,47.2,9,1.909,0
WFR-2007,FAB-BATCH-114,20-08-2026 21:28,1.2858,163.27,417.55,11.764,2264.3,34.15,358.01,25.38,0.0402,12.09,773.79,12.82,45.83,24,1.866,0
WFR-2008,FAB-BATCH-114,20-08-2026 21:56,,155.6,442.44,10.728,2254.1,30.92,343.75,24.22,,11.71,777.01,12.03,46.99,17,1.926,0
WFR-2009,FAB-BATCH-114,20-08-2026 22:24,1.292,143.92,444.14,12.341,2253.9,31.95,343.22,25.45,0.0578,12.01,774.18,12.83,46.2,10,1.799,0
WFR-2010,FAB-BATCH-114,20-08-2026 22:52,1.2286,144.05,457.6,12.401,2257.7,34.89,356.55,25.35,0.0459,11.42,775.28,13.83,45.27,22,1.987,0
WFR-2011,FAB-BATCH-114,20-08-2026 23:20,1.3027,152.17,450.27,12.595,2211.7,34.26,357.38,25.31,0.0629,11.6,778.79,13.05,42.74,13,1.843,0
WFR-2012,FAB-BATCH-114,20-08-2026 23:48,1.2579,152.46,433.13,13.01,2201.3,35.97,356.81,24.58,,11.86,776.91,14.69,44.61,15,1.919,0
WFR-2013,FAB-BATCH-114,21-08-2026 00:16,1.333,152.47,438.18,12.946,2234.9,35.83,339.47,23.97,0.035,11.53,771.9,13.8,44.5,20,1.97,0
WFR-2014,FAB-BATCH-114,21-08-2026 00:44,1.2224,148.85,452.38,12.681,2229.3,36.86,346.27,23.38,,11.75,773.57,13.13,43.3,17,1.962,0
WFR-2015,FAB-BATCH-114,21-08-2026 01:12,,149.44,449.05,13.337,2187.6,35.59,356.58,24.47,0.0421,11.92,778.14,11.27,42.77,15,1.886,0
WFR-2016,FAB-BATCH-114,21-08-2026 01:40,1.2579,151.48,443.05,11.437,2216.2,37.46,350.33,25.73,0.0343,12.2,775.35,12.28,45.74,8,1.932,0
WFR-2017,FAB-BATCH-114,21-08-2026 02:08,1.2239,150.39,444.23,12.853,2198.6,35.7,341.41,24.25,0.0291,12.47,772.13,12.59,45.49,12,2.024,0
WFR-2018,FAB-BATCH-114,21-08-2026 02:36,1.2306,140.01,458.35,12.939,2165.8,40.68,353.67,25.13,0.0629,11.77,772.95,13.34,43.25,18,1.901,0
WFR-2019,FAB-BATCH-114,21-08-2026 03:04,1.2372,148.97,443.79,11.632,2251.6,37.38,344.28,25.18,0.0459,12.67,776.76,13.26,43.88,15,1.777,0
WFR-2020,FAB-BATCH-114,21-08-2026 03:32,1.267,146.17,448.94,11.448,2202.2,41.46,364.36,24.27,0.047,12.47,777.49,12.7,46.74,16,1.908,0
WFR-2021,FAB-BATCH-114,21-08-2026 04:00,1.2709,150.79,476.04,11.978,2281.9,39.28,362.36,25.55,0.0481,12.25,775.04,12.64,43.68,15,1.846,0
WFR-2022,FAB-BATCH-114,21-08-2026 04:28,1.2271,163.43,432.92,12.037,2135,40.7,354.83,22.17,0.0622,12.08,781.19,13.36,45.26,16,1.615,0
WFR-2023,FAB-BATCH-114,21-08-2026 04:56,1.249,151.65,427.78,13.027,2177.7,39.86,360.89,23.52,0.0478,12.16,777.06,11.47,44.72,13,1.896,0
WFR-2024,FAB-BATCH-114,21-08-2026 05:24,1.3357,148.59,459.4,12.07,2201.3,39.37,350.52,23.77,0.0781,12.59,774.39,14.53,45.76,12,1.862,0
WFR-2025,FAB-BATCH-114,21-08-2026 05:52,1.3191,154.15,441.86,11.901,2245.5,38.46,356.12,23.84,0.0516,12.61,772.96,10.04,43.72,12,1.966,0
WFR-2026,FAB-BATCH-114,21-08-2026 06:20,1.2675,152.17,446.18,12.072,2216,40.39,361.82,24.77,0.0627,12.67,772.56,14.25,45.14,17,1.775,0
WFR-2027,FAB-BATCH-114,21-08-2026 06:48,1.2515,151.89,440.63,13.283,2212.4,42.4,351.96,24.73,0.0597,12.02,775.84,12.45,45.25,17,1.699,0
WFR-2028,FAB-BATCH-114,21-08-2026 07:16,1.2548,152.73,446.88,12.509,2154.9,44.02,347.96,24.82,0.0496,12.28,773.78,13.7,45.35,14,1.867,0
WFR-2029,FAB-BATCH-114,21-08-2026 07:44,1.2745,159.25,469.18,12.375,2153.7,46.17,336.36,24.98,0.043,12.67,779.18,12.94,45.12,6,1.888,1
WFR-2030,FAB-BATCH-114,21-08-2026 08:12,1.2091,144.91,459.63,12.423,2212.9,43.81,349.33,23.74,0.054,11.69,778.67,12.92,45.52,24,1.859,0
WFR-2031,FAB-BATCH-114,21-08-2026 08:40,1.2397,152.13,460.35,13.404,2145.4,43.49,356.59,23.53,0.0561,11.84,776.58,13.17,48.29,16,1.852,0
